"UID","PUBLICATION_DATE","SITE_ID","DATE_COL","VISIT_NO","PSTL_CODE","LAT_DD83","LON_DD83","AG_ECO3","AG_ECO9","EPA_REG","STATE","CHEM_NOT_COLLECTED","WCHL_NOT_COLLECTED","LAB","MATRIX","SAM_CODE","CHEM_DATE_RECEIVED","CHEM_LAB_SAMPLE_ID","AMMONIA_N_BATCH_ID","AMMONIA_N_DATE_ANALYZED","AMMONIA_N_DILUTION_FACTOR","AMMONIA_N_HOLDING_TIME","AMMONIA_N_MDL","AMMONIA_N_NARS_FLAG","AMMONIA_N_QA_FLAG","AMMONIA_N_RESULT","AMMONIA_N_RL","AMMONIA_N_UNITS","ANC_BATCH_ID","ANC_DATE_ANALYZED","ANC_HOLDING_TIME","ANC_MDL","ANC_NARS_FLAG","ANC_QA_FLAG","ANC_RESULT","ANC_RL","ANC_UNITS","CALCIUM_BATCH_ID","CALCIUM_DATE_ANALYZED","CALCIUM_DILUTION_FACTOR","CALCIUM_HOLDING_TIME","CALCIUM_MDL","CALCIUM_NARS_FLAG","CALCIUM_QA_FLAG","CALCIUM_RESULT","CALCIUM_RL","CALCIUM_UNITS","CHLORIDE_BATCH_ID","CHLORIDE_DATE_ANALYZED","CHLORIDE_DILUTION_FACTOR","CHLORIDE_HOLDING_TIME","CHLORIDE_MDL","CHLORIDE_NARS_FLAG","CHLORIDE_QA_FLAG","CHLORIDE_RESULT","CHLORIDE_RL","CHLORIDE_UNITS","COLOR_BATCH_ID","COLOR_DATE_ANALYZED","COLOR_HOLDING_TIME","COLOR_MDL","COLOR_NARS_FLAG","COLOR_QA_FLAG","COLOR_RESULT","COLOR_RL","COLOR_UNITS","COND_BATCH_ID","COND_DATE_ANALYZED","COND_HOLDING_TIME","COND_MDL","COND_NARS_FLAG","COND_QA_FLAG","COND_RESULT","COND_RL","COND_UNITS","DOC_BATCH_ID","DOC_DATE_ANALYZED","DOC_DILUTION_FACTOR","DOC_HOLDING_TIME","DOC_MDL","DOC_NARS_FLAG","DOC_QA_FLAG","DOC_RESULT","DOC_RL","DOC_UNITS","MAGNESIUM_BATCH_ID","MAGNESIUM_DATE_ANALYZED","MAGNESIUM_DILUTION_FACTOR","MAGNESIUM_HOLDING_TIME","MAGNESIUM_MDL","MAGNESIUM_NARS_FLAG","MAGNESIUM_QA_FLAG","MAGNESIUM_RESULT","MAGNESIUM_RL","MAGNESIUM_UNITS","NITRATE_N_BATCH_ID","NITRATE_N_DATE_ANALYZED","NITRATE_N_DILUTION_FACTOR","NITRATE_N_HOLDING_TIME","NITRATE_N_MDL","NITRATE_N_NARS_FLAG","NITRATE_N_QA_FLAG","NITRATE_N_RESULT","NITRATE_N_RL","NITRATE_N_UNITS","NITRATE_NITRITE_N_BATCH_ID","NITRATE_NITRITE_N_DATE_ANALYZED","NITRATE_NITRITE_N_HOLDING_TIME","NITRATE_NITRITE_N_MDL","NITRATE_NITRITE_N_NARS_FLAG","NITRATE_NITRITE_N_QA_FLAG","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RL","NITRATE_NITRITE_N_UNITS","NITRITE_N_BATCH_ID","NITRITE_N_DATE_ANALYZED","NITRITE_N_DILUTION_FACTOR","NITRITE_N_HOLDING_TIME","NITRITE_N_MDL","NITRITE_N_NARS_FLAG","NITRITE_N_QA_FLAG","NITRITE_N_RESULT","NITRITE_N_RL","NITRITE_N_UNITS","NTL_BATCH_ID","NTL_DATE_ANALYZED","NTL_DISS_BATCH_ID","NTL_DISS_DATE_ANALYZED","NTL_DISS_HOLDING_TIME","NTL_DISS_MDL","NTL_DISS_NARS_FLAG","NTL_DISS_QA_FLAG","NTL_DISS_RESULT","NTL_DISS_UNITS","NTL_HOLDING_TIME","NTL_MDL","NTL_NARS_FLAG","NTL_QA_FLAG","NTL_RESULT","NTL_RL","NTL_UNITS","PH_BATCH_ID","PH_DATE_ANALYZED","PH_HOLDING_TIME","PH_NARS_FLAG","PH_QA_FLAG","PH_RESULT","PH_UNITS","POTASSIUM_BATCH_ID","POTASSIUM_DATE_ANALYZED","POTASSIUM_DILUTION_FACTOR","POTASSIUM_HOLDING_TIME","POTASSIUM_MDL","POTASSIUM_NARS_FLAG","POTASSIUM_QA_FLAG","POTASSIUM_RESULT","POTASSIUM_RL","POTASSIUM_UNITS","PTL_BATCH_ID","PTL_DATE_ANALYZED","PTL_DISS_BATCH_ID","PTL_DISS_DATE_ANALYZED","PTL_DISS_HOLDING_TIME","PTL_DISS_MDL","PTL_DISS_NARS_FLAG","PTL_DISS_QA_FLAG","PTL_DISS_RESULT","PTL_DISS_UNITS","PTL_HOLDING_TIME","PTL_MDL","PTL_NARS_FLAG","PTL_QA_FLAG","PTL_RESULT","PTL_RL","PTL_UNITS","SILICA_BATCH_ID","SILICA_DATE_ANALYZED","SILICA_HOLDING_TIME","SILICA_MDL","SILICA_NARS_FLAG","SILICA_QA_FLAG","SILICA_RESULT","SILICA_RL","SILICA_UNITS","SODIUM_BATCH_ID","SODIUM_DATE_ANALYZED","SODIUM_DILUTION_FACTOR","SODIUM_HOLDING_TIME","SODIUM_MDL","SODIUM_NARS_FLAG","SODIUM_QA_FLAG","SODIUM_RESULT","SODIUM_RL","SODIUM_UNITS","SULFATE_BATCH_ID","SULFATE_DATE_ANALYZED","SULFATE_DILUTION_FACTOR","SULFATE_HOLDING_TIME","SULFATE_MDL","SULFATE_NARS_FLAG","SULFATE_QA_FLAG","SULFATE_RESULT","SULFATE_RL","SULFATE_UNITS","TKN_BATCH_ID","TKN_DATE_ANALYZED","TKN_HOLDING_TIME","TKN_MDL","TKN_NARS_FLAG","TKN_QA_FLAG","TKN_RESULT","TKN_RL","TKN_UNITS","TSS_BATCH_ID","TSS_DATE_ANALYZED","TSS_HOLDING_TIME","TSS_MDL","TSS_NARS_FLAG","TSS_QA_FLAG","TSS_RESULT","TSS_RL","TSS_UNITS","TURB_BATCH_ID","TURB_DATE_ANALYZED","TURB_HOLDING_TIME","TURB_MDL","TURB_NARS_FLAG","TURB_QA_FLAG","TURB_RESULT","TURB_RL","TURB_UNITS","WCHL_DATE_RECEIVED","WCHL_LAB_SAMPLE_ID","CHLA_BATCH_ID","CHLA_DATE_ANALYZED","CHLA_HOLDING_TIME","CHLA_MDL","CHLA_NARS_FLAG","CHLA_RESULT","CHLA_RL","CHLA_UNITS","CHLA_VOLUME_FILTERED","PHEO_BATCH_ID","PHEO_DATE_ANALYZED","PHEO_HOLDING_TIME","PHEO_NARS_FLAG","PHEO_RESULT","PHEO_RL"
2012831,"4/28/2021","NRS18_ND_10023","7/10/2018",1,"ND",46.09285611,-103.0352231,"PLNLOW","NPL","Region_08","ND","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.071,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",9727.68,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",119.775,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",38.558,0.005,"mg/L","180712","7/12/2018",2,NA,"","",275,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",5000,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",47.09,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",244.022,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"ND","MDL (0.0002)",NA,0.0025,"","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"ND","MDL (0.0001)","",0.001,"","180723.1","7/23/2018",180725.1,"7/25/2018",15,0.008,"","",2.416,"mg N/L",13,0.008,"","",2.722,0.02,"mg N/L","180712.1","7/12/2018",2,"","",8.42,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",27.432,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",217.397,"ug/L",13,0.5,"","",256.72,4,"ug/L","180717.1","7/17/2018",7,0.003,"","",5.905,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",877.295,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",2495.962,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"L","LRL (2)","2",2,"mg/L","180712.1","7/12/2018",2,NA,"","",2.05,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","8.92",NA,"ug/L",1000,"","",NA,"","",NA
2012832,"4/28/2021","NRS18_IA_10019","7/10/2018",1,"IA",43.09286192,-91.17658347,"PLNLOW","UMW","Region_07","IA","","","WRS","WATER","REGULAR",1,0,"180731.2","7/31/2018",NA,21,0.001,"","",0.034,0.004,"mg N/L","180711.1","7/11/2018",1,NA,"","",3607.5,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",59.218,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",14.791,0.005,"mg/L","180711","7/11/2018",1,NA,"","",28,NA,"APHA PT-CO","180711.1","7/11/2018",1,NA,"","",499.3,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",7.35,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",22.393,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",3.5329,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"","","0.0082",0.001,"mg N/L","180723.1","7/23/2018",180725.1,"7/25/2018",15,0.008,"","",3.984,"mg N/L",13,0.008,"","",4.278,0.02,"mg N/L","180711.1","7/11/2018",1,"","",8.33,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",2.809,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",113.897,"ug/L",13,0.5,"","",159.216,4,"ug/L","180712.4","7/12/2018",2,0.003,"","",18.123,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",8.997,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",42.199,0.08,"mg/L","","",NA,NA,"","","",NA,"","180711.1","7/11/2018",1,NA,"","","14.3",2,"mg/L","180711.1","7/11/2018",1,NA,"","",9.7,1,"NTU","7/11/2018","","180718.1","7/18/2018",8,0.24,"","5.63",NA,"ug/L",400,"","",NA,"","",NA
2012833,"4/28/2021","NRS18_IA_10042","7/10/2018",1,"IA",43.10975481,-91.17645261,"PLNLOW","UMW","Region_07","IA","","","WRS","WATER","REGULAR",1,0,"180731.2","7/31/2018",NA,21,0.001,"","",0.044,0.004,"mg N/L","180711.1","7/11/2018",1,NA,"","",3533.53,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",55.657,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",14.122,0.005,"mg/L","180711","7/11/2018",1,NA,"","",32,NA,"APHA PT-CO","180711.1","7/11/2018",1,NA,"","",478.6,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",7.51,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",21.752,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",3.3155,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"","","0.0082",0.001,"mg N/L","180723.1","7/23/2018",180725.1,"7/25/2018",15,0.008,"","",3.984,"mg N/L",13,0.008,"","",4.191,0.02,"mg N/L","180711.1","7/11/2018",1,"","",8.4,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",2.93,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",110.147,"ug/L",13,0.5,"","",150.466,4,"ug/L","180712.4","7/12/2018",2,0.003,"","",18.044,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",9.332,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",41.51,0.08,"mg/L","","",NA,NA,"","","",NA,"","180711.1","7/11/2018",1,NA,"","","10.4",2,"mg/L","180711.1","7/11/2018",1,NA,"","",6.26,1,"NTU","7/11/2018","","180723.1","7/23/2018",13,0.24,"","6.28",NA,"ug/L",400,"","",NA,"","",NA
2012834,"4/28/2021","NRS18_OK_10923","7/10/2018",1,"OK",33.96824248,-94.74045919,"PLNLOW","CPL","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"7/17/2018","7/17/2018",NA,7,0.02,"L","",0.0476,0.1,"mg N/L","7/12/2018","7/12/2018",2,NA,"","",891,20,"uEQ/L","7/17/2018","7/17/2018",NA,7,NA,"","",11.4,0.5,"mg/L","7/13/2018","7/13/2018",NA,3,0.147,"","",9.19,3,"mg/L","7/12/2018","7/12/2018",2,NA,"H","",30,2,"APHA PT-CO","7/13/2018","7/13/2018",3,NA,"","",119,2,"uS/cm","7/27/2018","7/27/2018",NA,17,0.028,"","",2.65,0.5,"mg/L","7/17/2018","7/17/2018",NA,7,0.021,"","",2.85,0.5,"mg/L","7/13/2018","7/13/2018",NA,3,0.016,"L","",0.101,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","7/13/2018","7/13/2018",NA,3,0.002,"L","","0.029",0.1,"mg N/L","8/8/2018","8/8/2018",NA,"",NA,NA,"","",NA,"",29,NA,"Q","",0.52,NA,"mg N/L","7/13/2018","7/13/2018",3,"H","",7.69,"Std. Units","7/17/2018","7/17/2018",NA,7,0.025,"","",2.1,0.5,"mg/L","7/18/2018","7/18/2018",NA,"",NA,NA,"","",NA,"",8,2,"","",61,10,"ug/L","7/17/2018","7/17/2018",7,0.013,"","",9.44,0.05,"mg/L","7/17/2018","7/17/2018",NA,7,0.025,"","",6.73,0.5,"mg/L","7/13/2018","7/13/2018",NA,3,0.04,"","",2.25,0.5,"mg/L","7/18/2018","7/18/2018",8,0.022,"","","0.39",0.1,"mg N/L","7/13/2018","7/13/2018",3,NA,"","","14",10,"mg/L","7/12/2018","7/12/2018",2,NA,"H","",9.4,0.2,"NTU","7/12/2018","OWRB-1271911-06","7/17/2018","7/17/2018",7,NA,"","4.63",0.5,"",NA,"7/17/2018","7/17/2018",7,"","16.1",0.5
2012835,"4/28/2021","NRS18_WI_10243","7/9/2018",1,"WI",45.91433888,-88.7222433,"PLNLOW","UMW","Region_05","WI","","","WSLOH","WATER","REGULAR",1,0,"135346","7/27/2018",NA,18,0.015,"L","L",0.0174,0.048,"mg N/L","134846","7/11/2018",1,51,"L",">L",2200,51,"uEQ/L","135537","7/18/2018",NA,8,0.1,"L",">L",27.3,0.3,"mg/L","136381","7/26/2018",NA,16,0.031,"L",">L",0.827,0.1,"mg/L","134989","7/11/2018",1,10,"L",">L",110,10,"APHA PT-CO","134846","7/11/2018",1,10,"L",">L",223,10,"uS/cm","135375","7/18/2018",NA,8,0.4,"L",">L",12.8,1.3,"mg/L","135537","7/18/2018",NA,8,0.1,"L",">L",13.1,0.3,"mg/L","135346","7/27/2018",NA,18,0.3,"L","L",0.392,1,"mg N/L","135346","7/27/2018",18,0.036,"L",">L",0.395,0.12,"mg N/L","135013","7/11/2018",NA,1,0.05,"ND","ND","",0.15,"","135629","7/18/2018",NA,"",NA,NA,"","",NA,"",8,0.075,"L",">L",0.892,0.25,"mg N/L","134846","7/11/2018",1,"","",8.1,"Std. Units","135537","7/18/2018",NA,8,0.1,"L",">L",0.741,0.3,"mg/L","135703","7/19/2018",NA,"",NA,NA,"","",NA,"",9,5,"L",">L",35.2,16,"ug/L","135860","7/23/2018",13,0.1,"L",">L",11.3,0.32,"mg/L","135537","7/18/2018",NA,8,0.1,"L",">L",1.44,0.3,"mg/L","136381","7/26/2018",NA,16,0.16,"L",">L",3.65,0.5,"mg/L","","",NA,NA,"","","",NA,"","135077","7/12/2018",2,2,"ND","ND","",2,"","134990","7/11/2018",2,0.1,"L",">L",2.69,0.1,"NTU","7/10/2018","","136233","7/27/2018",18,NA,"Q","0.497",NA,"",200,"","",NA,"","",NA
2012836,"4/28/2021","NRS18_TX_10013","7/10/2018",1,"TX",31.76247566,-100.1404817,"PLNLOW","SPL","Region_06","TX","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.121,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",2689.46,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",635.801,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",401.567,0.005,"mg/L","180712","7/12/2018",2,NA,"","",3,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",4231.5,2,"uS/cm at 25 C","180725.1","7/25/2018",NA,15,0.026,"","",5.68,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",134.58,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.0254,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"ND","MDL (0.0001)","",0.001,"","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.008,"","",0.678,"mg N/L",13,0.008,"","",1.557,0.02,"mg N/L","180712.1","7/12/2018",2,"","",7.95,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",11.66,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",18.647,"ug/L",13,0.5,"","",171.716,4,"ug/L","180717.2","7/17/2018",7,0.003,"","",22.876,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",297.392,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",1926.621,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"","","85.2",2,"mg/L","180712.1","7/12/2018",2,NA,"","",87.24,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","47.73",NA,"ug/L",150,"","",NA,"","",NA
2012837,"4/28/2021","NRS18_CO_RF002","7/10/2018",1,"CO",40.1307,-105.52889,"WMTNS","","Region_08","CO","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.008,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",164.67,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",3.615,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",0.067,0.005,"mg/L","180712","7/12/2018",2,NA,"","",4,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",30,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",0.86,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",0.505,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.0989,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"L","EST","3.00E-04",0.001,"mg N/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.008,"","",0.161,"mg N/L",13,0.008,"","",0.151,0.02,"mg N/L","180712.1","7/12/2018",2,"","",7.36,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",0.165,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"L","EST",3.96,"ug/L",13,0.5,"","",6.966,4,"ug/L","180717.1","7/17/2018",7,0.003,"","",2.457,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",0.754,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",3.711,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"L","LRL (2)","1",2,"mg/L","180713.1","7/13/2018",3,NA,"L","LRL (1)",0.67,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","0.21",NA,"ug/L",2000,"","",NA,"","",NA
2012838,"4/28/2021","NRS18_ID_10012","7/10/2018",1,"ID",43.96347066,-116.1891543,"WMTNS","WMT","Region_10","ID","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.011,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",447.16,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",6.437,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",0.902,0.005,"mg/L","180712","7/12/2018",2,NA,"","",0,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",52,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",1.49,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",0.735,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.0036,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"L","EST","4.00E-04",0.001,"mg N/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.008,"","",0.09,"mg N/L",13,0.008,"","",0.168,0.02,"mg N/L","180712.1","7/12/2018",2,"","",7.8,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",0.524,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",10.547,"ug/L",13,0.5,"","",24.966,4,"ug/L","180717.2","7/17/2018",7,0.003,"","",8.377,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",3.204,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",1.095,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"","","3",2,"mg/L","180713.1","7/13/2018",3,NA,"","",1.38,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","1.3",NA,"ug/L",250,"","",NA,"","",NA
2012839,"4/28/2021","NRS18_NV_10195","7/10/2018",1,"NV",41.98889916,-114.9959499,"WMTNS","XER","Region_09","NV","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.011,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",312.87,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",3.676,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",1.054,0.005,"mg/L","180712","7/12/2018",2,NA,"","",0,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",44.4,2,"uS/cm at 25 C","180725.1","7/25/2018",NA,15,0.026,"","",0.51,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",0.809,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.6662,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"L","EST","6.00E-04",0.001,"mg N/L","180724.1","7/24/2018",180718.1,"7/18/2018",8,0.008,"","",0.717,"mg N/L",14,0.008,"","",0.754,0.02,"mg N/L","180712.1","7/12/2018",2,"","",7.41,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",1.594,0.054,"mg/L","180724.1","7/24/2018",180718.1,"7/18/2018",8,0.5,"","",20.022,"ug/L",14,0.5,"","",26.805,4,"ug/L","180717.2","7/17/2018",7,0.003,"","",26.634,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",3.764,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",1.552,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"L","LRL (2)","0.3",2,"mg/L","180713.1","7/13/2018",3,NA,"","",1.19,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","0.77",NA,"ug/L",1000,"","",NA,"","",NA
2012840,"4/28/2021","NRS18_AR_10018","7/10/2018",1,"AR",33.63584995,-93.90637938,"PLNLOW","CPL","Region_06","AR","","","WRS","WATER","REGULAR",1,0,"180731.3","7/31/2018",NA,21,0.001,"","",0.038,0.004,"mg N/L","180712.1","7/12/2018",2,NA,"","",431.78,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",6.326,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",5.92,0.005,"mg/L","180712","7/12/2018",2,NA,"","",8,NA,"APHA PT-CO","180712.1","7/12/2018",2,NA,"","",76.9,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",3.7,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",1.456,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.0533,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"","","0.0023",0.001,"mg N/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.008,"","",0.373,"mg N/L",13,0.008,"","",0.721,0.02,"mg N/L","180712.1","7/12/2018",2,"","",7.59,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",2.067,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",16.397,"ug/L",13,0.5,"","",121.466,4,"ug/L","180717.1","7/17/2018",7,0.003,"","",6.848,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",5.267,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",3.984,0.08,"mg/L","","",NA,NA,"","","",NA,"","180713.1","7/13/2018",3,NA,"","","23.6",2,"mg/L","180712.1","7/12/2018",2,NA,"","",38.41,1,"NTU","7/12/2018","","180723.1","7/23/2018",13,0.24,"","35.06",NA,"ug/L",170,"","",NA,"","",NA
2012841,"4/28/2021","NRS18_CA_10020","7/10/2018",1,"CA",36.90881725,-119.776228,"WMTNS","XER","Region_09","CA","","","WRS","WATER","REGULAR",1,0,"180731.2","7/31/2018",NA,21,0.001,"","",0.016,0.004,"mg N/L","180711.1","7/11/2018",1,NA,"","",279.12,NA,"uEQ/L","33218.1","11/28/2018",NA,141,0.012,"","",3.226,0.024,"mg/L","180713.1","7/13/2018",NA,3,0.003,"","",1.926,0.005,"mg/L","180711","7/11/2018",1,NA,"","",11,NA,"APHA PT-CO","180711.1","7/11/2018",1,NA,"","",38.6,2,"uS/cm at 25 C","180720.1","7/20/2018",NA,10,0.026,"","",3.27,0.2,"mg/L","33218.1","11/28/2018",NA,141,0.001,"","",0.691,0.002,"mg/L","180713.1","7/13/2018",NA,3,2e-04,"","",0.05,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180713.1","7/13/2018",NA,3,1e-04,"L","EST","3.00E-04",0.001,"mg N/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.008,"","",0.183,"mg N/L",13,0.008,"","",0.209,0.02,"mg N/L","180711.1","7/11/2018",1,"","",7.43,"Std. Units","33218.1","11/28/2018",NA,141,0.027,"","",0.964,0.054,"mg/L","180723.1","7/23/2018",180718.1,"7/18/2018",8,0.5,"","",14.397,"ug/L",13,0.5,"","",32.466,4,"ug/L","180712.3","7/12/2018",2,0.003,"","",10.307,0.01,"mg/L","33218.1","11/28/2018",NA,141,0.003,"","",3.518,0.006,"mg/L","180713.1","7/13/2018",NA,3,0.001,"","",0.788,0.08,"mg/L","","",NA,NA,"","","",NA,"","180711.1","7/11/2018",1,NA,"","","5.5",2,"mg/L","180711.1","7/11/2018",1,NA,"","",2.88,1,"NTU","7/11/2018","","180723.1","7/23/2018",13,0.24,"","5.9",NA,"ug/L",500,"","",NA,"","",NA
